Question, Rating, Id 
attitude_grocery_delivery,5,1918596301
attitude_grocery_pick_up,3,1918596301
attitude_grocery_in_store,2,1918596301
attitude_stay_home,2,1918596301
bus_attitude_none,5,1918728301
bus_attitude_temperature,1,1918728301
bus_attitude_empty_seats,1,1918728301
bus_attitude_limit_passengers,1,1918728301
bus_attitude_stops,1,1918728301
bus_attitude_all,1,1918728301
subway_attitude_none,995,1918728301
subway_attitude_temperature,995,1918728301
subway_attitude_empty_seats,995,1918728301
subway_attitude_limit_passengers,995,1918728301
subway_attitude_all,995,1918728301
attitude_telework,995,1918728301
attitude_walk,4,1918728301
attitude_open_street,3,1918728301
attitude_bike,5,1918728301
attitude_drive,3,1918728301
attitude_bus,2,1918728301
attitude_grocery_delivery,4,1918728301
attitude_grocery_pick_up,3,1918728301
attitude_grocery_in_store,1,1918728301
attitude_stay_home,1,1918728301
bus_attitude_none,995,1919016801
bus_attitude_temperature,995,1919016801
bus_attitude_empty_seats,995,1919016801
bus_attitude_limit_passengers,995,1919016801
bus_attitude_stops,995,1919016801
bus_attitude_all,995,1919016801
subway_attitude_none,5,1919016801
subway_attitude_temperature,5,1919016801
subway_attitude_empty_seats,5,1919016801
subway_attitude_limit_passengers,5,1919016801
subway_attitude_all,5,1919016801
attitude_telework,995,1919016801
attitude_walk,5,1919016801
attitude_open_street,1,1919016801
attitude_bike,5,1919016801
attitude_drive,1,1919016801
attitude_bus,1,1919016801
attitude_grocery_delivery,1,1919016801
attitude_grocery_pick_up,1,1919016801
attitude_grocery_in_store,5,1919016801
attitude_stay_home,1,1919016801
bus_attitude_none,2,19192035601
bus_attitude_temperature,2,19192035601
bus_attitude_empty_seats,2,19192035601
bus_attitude_limit_passengers,2,19192035601
bus_attitude_stops,2,19192035601
bus_attitude_all,2,19192035601
subway_attitude_none,995,19192035601
subway_attitude_temperature,995,19192035601
subway_attitude_empty_seats,995,19192035601
subway_attitude_limit_passengers,995,19192035601
subway_attitude_all,995,19192035601
attitude_telework,995,19192035601
attitude_walk,1,19192035601
attitude_open_street,1,19192035601
attitude_bike,5,19192035601
attitude_drive,1,19192035601
attitude_bus,1,19192035601
attitude_grocery_delivery,1,19192035601
attitude_grocery_pick_up,4,19192035601
attitude_grocery_in_store,2,19192035601
attitude_stay_home,1,19192035601
bus_attitude_none,995,1919342701
bus_attitude_temperature,995,1919342701
bus_attitude_empty_seats,995,1919342701
bus_attitude_limit_passengers,995,1919342701
bus_attitude_stops,995,1919342701
bus_attitude_all,995,1919342701
subway_attitude_none,5,1919342701
subway_attitude_temperature,5,1919342701
subway_attitude_empty_seats,5,1919342701
subway_attitude_limit_passengers,5,1919342701
subway_attitude_all,5,1919342701
attitude_telework,1,1919342701
attitude_walk,1,1919342701
attitude_open_street,1,1919342701
attitude_bike,5,1919342701
attitude_drive,1,1919342701
attitude_bus,3,1919342701
attitude_grocery_delivery,1,1919342701
attitude_grocery_pick_up,3,1919342701
attitude_grocery_in_store,5,1919342701
attitude_stay_home,1,1919342701
bus_attitude_none,995,1919518101
bus_attitude_temperature,995,1919518101
bus_attitude_empty_seats,995,1919518101
bus_attitude_limit_passengers,995,1919518101
bus_attitude_stops,995,1919518101
bus_attitude_all,995,1919518101
subway_attitude_none,1,1919518101
subway_attitude_temperature,5,1919518101
subway_attitude_empty_seats,5,1919518101
subway_attitude_limit_passengers,5,1919518101
subway_attitude_all,5,1919518101
attitude_telework,2,1919518101
attitude_walk,4,1919518101
attitude_open_street,2,1919518101
attitude_bike,4,1919518101
attitude_drive,5,1919518101
attitude_bus,5,1919518101
attitude_grocery_delivery,5,1919518101
attitude_grocery_pick_up,5,1919518101
attitude_grocery_in_store,1,1919518101
attitude_stay_home,4,1919518101
bus_attitude_none,995,1919658601
bus_attitude_temperature,995,1919658601
bus_attitude_empty_seats,995,1919658601
bus_attitude_limit_passengers,995,1919658601
bus_attitude_stops,995,1919658601
bus_attitude_all,995,1919658601
subway_attitude_none,5,1919658601
subway_attitude_temperature,5,1919658601
subway_attitude_empty_seats,5,1919658601
subway_attitude_limit_passengers,5,1919658601
subway_attitude_all,5,1919658601
attitude_telework,1,1919658601
attitude_walk,2,1919658601
attitude_open_street,3,1919658601
attitude_bike,5,1919658601
attitude_drive,2,1919658601
attitude_bus,5,1919658601
attitude_grocery_delivery,5,1919658601
attitude_grocery_pick_up,3,1919658601
attitude_grocery_in_store,1,1919658601
attitude_stay_home,1,1919658601
bus_attitude_none,995,1919681701
bus_attitude_temperature,995,1919681701
bus_attitude_empty_seats,995,1919681701
bus_attitude_limit_passengers,995,1919681701
bus_attitude_stops,995,1919681701
bus_attitude_all,995,1919681701
subway_attitude_none,4,1919681701
subway_attitude_temperature,2,1919681701
subway_attitude_empty_seats,2,1919681701
subway_attitude_limit_passengers,2,1919681701
subway_attitude_all,2,1919681701
attitude_telework,2,1919681701
attitude_walk,2,1919681701
attitude_open_street,2,1919681701
attitude_bike,3,1919681701
attitude_drive,2,1919681701
attitude_bus,2,1919681701
attitude_grocery_delivery,2,1919681701
attitude_grocery_pick_up,2,1919681701
attitude_grocery_in_store,3,1919681701
attitude_stay_home,1,1919681701
bus_attitude_none,4,1919690701
bus_attitude_temperature,3,1919690701
bus_attitude_empty_seats,2,1919690701
bus_attitude_limit_passengers,2,1919690701
bus_attitude_stops,1,1919690701
bus_attitude_all,1,1919690701
subway_attitude_none,995,1919690701
subway_attitude_temperature,995,1919690701
subway_attitude_empty_seats,995,1919690701
subway_attitude_limit_passengers,995,1919690701
subway_attitude_all,995,1919690701
attitude_telework,995,1919690701
attitude_walk,1,1919690701
attitude_open_street,1,1919690701
attitude_bike,5,1919690701
attitude_drive,3,1919690701
attitude_bus,1,1919690701
attitude_grocery_delivery,3,1919690701
attitude_grocery_pick_up,4,1919690701
attitude_grocery_in_store,1,1919690701
attitude_stay_home,1,1919690701
bus_attitude_none,995,1919852301
bus_attitude_temperature,995,1919852301
bus_attitude_empty_seats,995,1919852301
bus_attitude_limit_passengers,995,1919852301
bus_attitude_stops,995,1919852301
bus_attitude_all,995,1919852301
subway_attitude_none,2,1919852301
subway_attitude_temperature,2,1919852301
subway_attitude_empty_seats,2,1919852301
subway_attitude_limit_passengers,2,1919852301
subway_attitude_all,2,1919852301
attitude_telework,995,1919852301
attitude_walk,2,1919852301
attitude_open_street,2,1919852301
attitude_bike,5,1919852301
attitude_drive,2,1919852301
attitude_bus,3,1919852301
attitude_grocery_delivery,2,1919852301
attitude_grocery_pick_up,2,1919852301
attitude_grocery_in_store,2,1919852301
attitude_stay_home,2,1919852301
bus_attitude_none,5,1919905301
bus_attitude_temperature,5,1919905301
bus_attitude_empty_seats,5,1919905301
bus_attitude_limit_passengers,5,1919905301
bus_attitude_stops,5,1919905301
bus_attitude_all,5,1919905301
subway_attitude_none,995,1919905301
subway_attitude_temperature,995,1919905301
subway_attitude_empty_seats,995,1919905301
subway_attitude_limit_passengers,995,1919905301
subway_attitude_all,995,1919905301
attitude_telework,2,1919905301
attitude_walk,2,1919905301
attitude_open_street,1,1919905301
attitude_bike,5,1919905301
attitude_drive,1,1919905301
attitude_bus,4,1919905301
attitude_grocery_delivery,4,1919905301
attitude_grocery_pick_up,2,1919905301
attitude_grocery_in_store,2,1919905301
attitude_stay_home,4,1919905301
bus_attitude_none,995,1919956501
bus_attitude_temperature,995,1919956501
bus_attitude_empty_seats,995,1919956501
bus_attitude_limit_passengers,995,1919956501
bus_attitude_stops,995,1919956501
bus_attitude_all,995,1919956501
subway_attitude_none,2,1919956501
subway_attitude_temperature,2,1919956501
subway_attitude_empty_seats,1,1919956501
subway_attitude_limit_passengers,1,1919956501
subway_attitude_all,1,1919956501
attitude_telework,2,1919956501
attitude_walk,2,1919956501
attitude_open_street,1,1919956501
attitude_bike,1,1919956501
attitude_drive,3,1919956501
attitude_bus,5,1919956501
attitude_grocery_delivery,2,1919956501
attitude_grocery_pick_up,2,1919956501
attitude_grocery_in_store,4,1919956501
attitude_stay_home,2,1919956501
bus_attitude_none,5,1920156001
bus_attitude_temperature,5,1920156001
bus_attitude_empty_seats,5,1920156001
bus_attitude_limit_passengers,5,1920156001
bus_attitude_stops,5,1920156001
bus_attitude_all,4,1920156001
subway_attitude_none,995,1920156001
subway_attitude_temperature,995,1920156001
subway_attitude_empty_seats,995,1920156001
subway_attitude_limit_passengers,995,1920156001
subway_attitude_all,995,1920156001
attitude_telework,995,1920156001
attitude_walk,2,1920156001
attitude_open_street,2,1920156001
attitude_bike,3,1920156001
attitude_drive,1,1920156001
attitude_bus,2,1920156001
attitude_grocery_delivery,3,1920156001
attitude_grocery_pick_up,2,1920156001
attitude_grocery_in_store,2,1920156001
attitude_stay_home,1,1920156001
bus_attitude_none,995,1920208401
bus_attitude_temperature,995,1920208401
bus_attitude_empty_seats,995,1920208401
bus_attitude_limit_passengers,995,1920208401
bus_attitude_stops,995,1920208401
bus_attitude_all,995,1920208401
subway_attitude_none,5,1920208401
subway_attitude_temperature,4,1920208401
subway_attitude_empty_seats,4,1920208401
subway_attitude_limit_passengers,4,1920208401
subway_attitude_all,4,1920208401
attitude_telework,2,1920208401
attitude_walk,4,1920208401
attitude_open_street,4,1920208401
attitude_bike,1,1920208401
attitude_drive,5,1920208401
attitude_bus,2,1920208401
attitude_grocery_delivery,2,1920208401
attitude_grocery_pick_up,3,1920208401
attitude_grocery_in_store,3,1920208401
attitude_stay_home,1,1920208401
bus_attitude_none,1,1920269001
bus_attitude_temperature,1,1920269001
bus_attitude_empty_seats,1,1920269001
bus_attitude_limit_passengers,2,1920269001
bus_attitude_stops,1,1920269001
bus_attitude_all,1,1920269001
subway_attitude_none,995,1920269001
subway_attitude_temperature,995,1920269001
subway_attitude_empty_seats,995,1920269001
subway_attitude_limit_passengers,995,1920269001
subway_attitude_all,995,1920269001
attitude_telework,5,1920269001
attitude_walk,5,1920269001
attitude_open_street,1,1920269001
attitude_bike,5,1920269001
attitude_drive,1,1920269001
attitude_bus,1,1920269001
attitude_grocery_delivery,3,1920269001
attitude_grocery_pick_up,5,1920269001
attitude_grocery_in_store,1,1920269001
attitude_stay_home,1,1920269001
bus_attitude_none,995,1920512501
bus_attitude_temperature,995,1920512501
bus_attitude_empty_seats,995,1920512501
bus_attitude_limit_passengers,995,1920512501
bus_attitude_stops,995,1920512501
bus_attitude_all,995,1920512501
subway_attitude_none,5,1920512501
subway_attitude_temperature,2,1920512501
subway_attitude_empty_seats,3,1920512501
subway_attitude_limit_passengers,2,1920512501
subway_attitude_all,2,1920512501
attitude_telework,1,1920512501
attitude_walk,2,1920512501
attitude_open_street,2,1920512501
attitude_bike,3,1920512501
attitude_drive,1,1920512501
attitude_bus,5,1920512501
attitude_grocery_delivery,1,1920512501
attitude_grocery_pick_up,2,1920512501
attitude_grocery_in_store,4,1920512501
attitude_stay_home,1,1920512501
bus_attitude_none,995,1920520701
bus_attitude_temperature,995,1920520701
bus_attitude_empty_seats,995,1920520701
bus_attitude_limit_passengers,995,1920520701
bus_attitude_stops,995,1920520701
bus_attitude_all,995,1920520701
subway_attitude_none,5,1920520701
subway_attitude_temperature,4,1920520701
subway_attitude_empty_seats,4,1920520701
subway_attitude_limit_passengers,4,1920520701
subway_attitude_all,4,1920520701
attitude_telework,1,1920520701
attitude_walk,2,1920520701
attitude_open_street,1,1920520701
attitude_bike,3,1920520701
attitude_drive,1,1920520701
attitude_bus,3,1920520701
attitude_grocery_delivery,3,1920520701
attitude_grocery_pick_up,2,1920520701
attitude_grocery_in_store,3,1920520701
attitude_stay_home,1,1920520701
bus_attitude_none,995,1920613901
bus_attitude_temperature,995,1920613901
bus_attitude_empty_seats,995,1920613901
bus_attitude_limit_passengers,995,1920613901
bus_attitude_stops,995,1920613901
bus_attitude_all,995,1920613901
subway_attitude_none,3,1920613901
subway_attitude_temperature,1,1920613901
subway_attitude_empty_seats,1,1920613901
subway_attitude_limit_passengers,1,1920613901
subway_attitude_all,1,1920613901
attitude_telework,995,1920613901
attitude_walk,3,1920613901
attitude_open_street,1,1920613901
attitude_bike,1,1920613901
attitude_drive,1,1920613901
attitude_bus,3,1920613901
attitude_grocery_delivery,3,1920613901
attitude_grocery_pick_up,2,1920613901
attitude_grocery_in_store,1,1920613901
attitude_stay_home,2,1920613901
bus_attitude_none,1,1920623801
bus_attitude_temperature,1,1920623801
bus_attitude_empty_seats,1,1920623801
bus_attitude_limit_passengers,2,1920623801
bus_attitude_stops,1,1920623801
bus_attitude_all,1,1920623801
subway_attitude_none,995,1920623801
subway_attitude_temperature,995,1920623801
subway_attitude_empty_seats,995,1920623801
subway_attitude_limit_passengers,995,1920623801
subway_attitude_all,995,1920623801
attitude_telework,1,1920623801
attitude_walk,2,1920623801
attitude_open_street,3,1920623801
attitude_bike,3,1920623801
attitude_drive,3,1920623801
attitude_bus,5,1920623801
attitude_grocery_delivery,3,1920623801
attitude_grocery_pick_up,3,1920623801
attitude_grocery_in_store,2,1920623801
attitude_stay_home,2,1920623801
bus_attitude_none,2,1920756101
bus_attitude_temperature,2,1920756101
bus_attitude_empty_seats,2,1920756101
bus_attitude_limit_passengers,2,1920756101
bus_attitude_stops,2,1920756101
bus_attitude_all,2,1920756101
subway_attitude_none,995,1920756101
subway_attitude_temperature,995,1920756101
subway_attitude_empty_seats,995,1920756101
subway_attitude_limit_passengers,995,1920756101
subway_attitude_all,995,1920756101
attitude_telework,1,1920756101
attitude_walk,1,1920756101
attitude_open_street,2,1920756101
attitude_bike,4,1920756101
attitude_drive,1,1920756101
attitude_bus,2,1920756101
attitude_grocery_delivery,1,1920756101
attitude_grocery_pick_up,1,1920756101
attitude_grocery_in_store,5,1920756101
attitude_stay_home,2,1920756101
bus_attitude_none,4,1920765701
bus_attitude_temperature,4,1920765701
bus_attitude_empty_seats,4,1920765701
bus_attitude_limit_passengers,4,1920765701
bus_attitude_stops,4,1920765701
bus_attitude_all,4,1920765701
subway_attitude_none,995,1920765701
subway_attitude_temperature,995,1920765701
subway_attitude_empty_seats,995,1920765701
subway_attitude_limit_passengers,995,1920765701
subway_attitude_all,995,1920765701
attitude_telework,2,1920765701
attitude_walk,3,1920765701
attitude_open_street,4,1920765701
attitude_bike,4,1920765701
attitude_drive,4,1920765701
attitude_bus,4,1920765701
attitude_grocery_delivery,4,1920765701
attitude_grocery_pick_up,4,1920765701
attitude_grocery_in_store,2,1920765701
attitude_stay_home,4,1920765701
bus_attitude_none,995,1920901101
bus_attitude_temperature,995,1920901101
bus_attitude_empty_seats,995,1920901101
bus_attitude_limit_passengers,995,1920901101
bus_attitude_stops,995,1920901101
bus_attitude_all,995,1920901101
subway_attitude_none,5,1920901101
subway_attitude_temperature,4,1920901101
subway_attitude_empty_seats,4,1920901101
subway_attitude_limit_passengers,4,1920901101
subway_attitude_all,4,1920901101
attitude_telework,1,1920901101
attitude_walk,2,1920901101
attitude_open_street,5,1920901101
attitude_bike,5,1920901101
attitude_drive,3,1920901101
attitude_bus,2,1920901101
attitude_grocery_delivery,5,1920901101
attitude_grocery_pick_up,4,1920901101
attitude_grocery_in_store,1,1920901101
attitude_stay_home,2,1920901101
bus_attitude_none,2,1920912601
bus_attitude_temperature,1,1920912601
bus_attitude_empty_seats,1,1920912601
bus_attitude_limit_passengers,1,1920912601
bus_attitude_stops,1,1920912601
bus_attitude_all,1,1920912601
subway_attitude_none,995,1920912601
subway_attitude_temperature,995,1920912601
subway_attitude_empty_seats,995,1920912601
subway_attitude_limit_passengers,995,1920912601
subway_attitude_all,995,1920912601
attitude_telework,995,1920912601
attitude_walk,1,1920912601
attitude_open_street,2,1920912601
attitude_bike,5,1920912601
attitude_drive,3,1920912601
attitude_bus,2,1920912601
attitude_grocery_delivery,3,1920912601
attitude_grocery_pick_up,3,1920912601
attitude_grocery_in_store,1,1920912601
attitude_stay_home,4,1920912601
bus_attitude_none,995,1921098401
bus_attitude_temperature,995,1921098401
bus_attitude_empty_seats,995,1921098401
bus_attitude_limit_passengers,995,1921098401
bus_attitude_stops,995,1921098401
bus_attitude_all,995,1921098401
subway_attitude_none,5,1921098401
subway_attitude_temperature,5,1921098401
subway_attitude_empty_seats,5,1921098401
subway_attitude_limit_passengers,4,1921098401
subway_attitude_all,4,1921098401
attitude_telework,3,1921098401
attitude_walk,3,1921098401
attitude_open_street,3,1921098401
attitude_bike,5,1921098401
attitude_drive,2,1921098401
attitude_bus,1,1921098401
attitude_grocery_delivery,5,1921098401
attitude_grocery_pick_up,3,1921098401
attitude_grocery_in_store,1,1921098401
attitude_stay_home,1,1921098401
bus_attitude_none,4,1921171501
bus_attitude_temperature,2,1921171501
bus_attitude_empty_seats,1,1921171501
bus_attitude_limit_passengers,1,1921171501
bus_attitude_stops,2,1921171501
bus_attitude_all,1,1921171501
subway_attitude_none,995,1921171501
subway_attitude_temperature,995,1921171501
subway_attitude_empty_seats,995,1921171501
subway_attitude_limit_passengers,995,1921171501
subway_attitude_all,995,1921171501
attitude_telework,3,1921171501
attitude_walk,3,1921171501
attitude_open_street,3,1921171501
attitude_bike,3,1921171501
attitude_drive,1,1921171501
attitude_bus,4,1921171501
attitude_grocery_delivery,1,1921171501
attitude_grocery_pick_up,2,1921171501
attitude_grocery_in_store,4,1921171501
attitude_stay_home,1,1921171501
bus_attitude_none,995,1921193301
bus_attitude_temperature,995,1921193301
bus_attitude_empty_seats,995,1921193301
bus_attitude_limit_passengers,995,1921193301
bus_attitude_stops,995,1921193301
bus_attitude_all,995,1921193301
subway_attitude_none,4,1921193301
subway_attitude_temperature,4,1921193301
subway_attitude_empty_seats,4,1921193301
subway_attitude_limit_passengers,4,1921193301
subway_attitude_all,4,1921193301
attitude_telework,1,1921193301
attitude_walk,2,1921193301
attitude_open_street,3,1921193301
attitude_bike,5,1921193301
attitude_drive,3,1921193301
attitude_bus,4,1921193301
attitude_grocery_delivery,2,1921193301
attitude_grocery_pick_up,2,1921193301
attitude_grocery_in_store,2,1921193301
attitude_stay_home,2,1921193301
bus_attitude_none,995,1921321601
bus_attitude_temperature,995,1921321601
bus_attitude_empty_seats,995,1921321601
bus_attitude_limit_passengers,995,1921321601
bus_attitude_stops,995,1921321601
bus_attitude_all,995,1921321601
subway_attitude_none,2,1921321601
subway_attitude_temperature,1,1921321601
subway_attitude_empty_seats,2,1921321601
subway_attitude_limit_passengers,2,1921321601
subway_attitude_all,2,1921321601
attitude_telework,995,1921321601
attitude_walk,1,1921321601
attitude_open_street,1,1921321601
attitude_bike,2,1921321601
attitude_drive,3,1921321601
attitude_bus,4,1921321601
attitude_grocery_delivery,4,1921321601
attitude_grocery_pick_up,4,1921321601
attitude_grocery_in_store,2,1921321601
attitude_stay_home,2,1921321601
bus_attitude_none,1,1921472501
bus_attitude_temperature,1,1921472501
bus_attitude_empty_seats,1,1921472501
bus_attitude_limit_passengers,1,1921472501
bus_attitude_stops,1,1921472501
bus_attitude_all,1,1921472501
subway_attitude_none,995,1921472501
subway_attitude_temperature,995,1921472501
subway_attitude_empty_seats,995,1921472501
subway_attitude_limit_passengers,995,1921472501
subway_attitude_all,995,1921472501
attitude_telework,1,1921472501
attitude_walk,2,1921472501
attitude_open_street,3,1921472501
attitude_bike,3,1921472501
attitude_drive,1,1921472501
attitude_bus,1,1921472501
attitude_grocery_delivery,3,1921472501
attitude_grocery_pick_up,3,1921472501
attitude_grocery_in_store,1,1921472501
attitude_stay_home,2,1921472501
bus_attitude_none,2,1921478801
bus_attitude_temperature,4,1921478801
bus_attitude_empty_seats,2,1921478801
bus_attitude_limit_passengers,1,1921478801
bus_attitude_stops,2,1921478801
bus_attitude_all,2,1921478801
subway_attitude_none,995,1921478801
subway_attitude_temperature,995,1921478801
subway_attitude_empty_seats,995,1921478801
subway_attitude_limit_passengers,995,1921478801
subway_attitude_all,995,1921478801
attitude_telework,1,1921478801
attitude_walk,2,1921478801
attitude_open_street,4,1921478801
attitude_bike,5,1921478801
attitude_drive,1,1921478801
attitude_bus,1,1921478801
attitude_grocery_delivery,2,1921478801
attitude_grocery_pick_up,2,1921478801
attitude_grocery_in_store,1,1921478801
attitude_stay_home,1,1921478801
bus_attitude_none,5,1921577601
bus_attitude_temperature,5,1921577601
bus_attitude_empty_seats,5,1921577601
bus_attitude_limit_passengers,5,1921577601
bus_attitude_stops,5,1921577601
bus_attitude_all,5,1921577601
subway_attitude_none,995,1921577601
subway_attitude_temperature,995,1921577601
subway_attitude_empty_seats,995,1921577601
subway_attitude_limit_passengers,995,1921577601
subway_attitude_all,995,1921577601
attitude_telework,995,1921577601
attitude_walk,1,1921577601
attitude_open_street,2,1921577601
attitude_bike,3,1921577601
attitude_drive,2,1921577601
attitude_bus,2,1921577601
attitude_grocery_delivery,2,1921577601
attitude_grocery_pick_up,2,1921577601
attitude_grocery_in_store,1,1921577601
attitude_stay_home,2,1921577601
bus_attitude_none,995,1921644801
bus_attitude_temperature,995,1921644801
bus_attitude_empty_seats,995,1921644801
bus_attitude_limit_passengers,995,1921644801
bus_attitude_stops,995,1921644801
bus_attitude_all,995,1921644801
subway_attitude_none,5,1921644801
subway_attitude_temperature,5,1921644801
subway_attitude_empty_seats,5,1921644801
subway_attitude_limit_passengers,5,1921644801
subway_attitude_all,5,1921644801
attitude_telework,1,1921644801
attitude_walk,2,1921644801
attitude_open_street,1,1921644801
attitude_bike,3,1921644801
attitude_drive,1,1921644801
attitude_bus,5,1921644801
attitude_grocery_delivery,4,1921644801
attitude_grocery_pick_up,3,1921644801
attitude_grocery_in_store,1,1921644801
attitude_stay_home,2,1921644801
bus_attitude_none,4,1921703701
bus_attitude_temperature,2,1921703701
bus_attitude_empty_seats,2,1921703701
bus_attitude_limit_passengers,2,1921703701
bus_attitude_stops,2,1921703701
bus_attitude_all,2,1921703701
subway_attitude_none,995,1921703701
subway_attitude_temperature,995,1921703701
subway_attitude_empty_seats,995,1921703701
subway_attitude_limit_passengers,995,1921703701
subway_attitude_all,995,1921703701
attitude_telework,995,1921703701
attitude_walk,2,1921703701
attitude_open_street,1,1921703701
attitude_bike,4,1921703701
attitude_drive,2,1921703701
attitude_bus,1,1921703701
attitude_grocery_delivery,2,1921703701
attitude_grocery_pick_up,2,1921703701
attitude_grocery_in_store,4,1921703701
attitude_stay_home,2,1921703701
bus_attitude_none,995,1922066201
bus_attitude_temperature,995,1922066201
bus_attitude_empty_seats,995,1922066201
bus_attitude_limit_passengers,995,1922066201
bus_attitude_stops,995,1922066201
bus_attitude_all,995,1922066201
subway_attitude_none,4,1922066201
subway_attitude_temperature,5,1922066201
subway_attitude_empty_seats,4,1922066201
subway_attitude_limit_passengers,4,1922066201
subway_attitude_all,3,1922066201
attitude_telework,1,1922066201
attitude_walk,1,1922066201
attitude_open_street,2,1922066201
attitude_bike,3,1922066201
attitude_drive,3,1922066201
attitude_bus,4,1922066201
attitude_grocery_delivery,3,1922066201
attitude_grocery_pick_up,2,1922066201
attitude_grocery_in_store,3,1922066201
attitude_stay_home,1,1922066201
bus_attitude_none,5,1922199101
bus_attitude_temperature,1,1922199101
bus_attitude_empty_seats,1,1922199101
bus_attitude_limit_passengers,1,1922199101
bus_attitude_stops,1,1922199101
bus_attitude_all,1,1922199101
subway_attitude_none,995,1922199101
subway_attitude_temperature,995,1922199101
subway_attitude_empty_seats,995,1922199101
subway_attitude_limit_passengers,995,1922199101
subway_attitude_all,995,1922199101
attitude_telework,1,1922199101
attitude_walk,2,1922199101
attitude_open_street,3,1922199101
attitude_bike,4,1922199101
attitude_drive,2,1922199101
attitude_bus,1,1922199101
attitude_grocery_delivery,2,1922199101
attitude_grocery_pick_up,2,1922199101
attitude_grocery_in_store,3,1922199101
attitude_stay_home,2,1922199101
bus_attitude_none,5,1922271501
bus_attitude_temperature,4,1922271501
bus_attitude_empty_seats,4,1922271501
bus_attitude_limit_passengers,4,1922271501
bus_attitude_stops,4,1922271501
bus_attitude_all,4,1922271501
subway_attitude_none,995,1922271501
subway_attitude_temperature,995,1922271501
subway_attitude_empty_seats,995,1922271501
subway_attitude_limit_passengers,995,1922271501
subway_attitude_all,995,1922271501
attitude_telework,2,1922271501
attitude_walk,1,1922271501
attitude_open_street,1,1922271501
attitude_bike,1,1922271501
attitude_drive,5,1922271501
attitude_bus,3,1922271501
attitude_grocery_delivery,1,1922271501
attitude_grocery_pick_up,3,1922271501
attitude_grocery_in_store,3,1922271501
attitude_stay_home,2,1922271501
bus_attitude_none,4,1922274001
bus_attitude_temperature,2,1922274001
bus_attitude_empty_seats,2,1922274001
bus_attitude_limit_passengers,2,1922274001
bus_attitude_stops,2,1922274001
bus_attitude_all,2,1922274001
subway_attitude_none,995,1922274001
subway_attitude_temperature,995,1922274001
subway_attitude_empty_seats,995,1922274001
subway_attitude_limit_passengers,995,1922274001
subway_attitude_all,995,1922274001
attitude_telework,4,1922274001
attitude_walk,1,1922274001
attitude_open_street,1,1922274001
attitude_bike,2,1922274001
attitude_drive,1,1922274001
attitude_bus,3,1922274001
attitude_grocery_delivery,4,1922274001
attitude_grocery_pick_up,4,1922274001
attitude_grocery_in_store,1,1922274001
attitude_stay_home,1,1922274001
bus_attitude_none,995,1922275601
bus_attitude_temperature,995,1922275601
bus_attitude_empty_seats,995,1922275601
bus_attitude_limit_passengers,995,1922275601
bus_attitude_stops,995,1922275601
bus_attitude_all,995,1922275601
subway_attitude_none,4,1922275601
subway_attitude_temperature,2,1922275601
subway_attitude_empty_seats,1,1922275601
subway_attitude_limit_passengers,1,1922275601
subway_attitude_all,1,1922275601
attitude_telework,2,1922275601
attitude_walk,3,1922275601
attitude_open_street,1,1922275601
attitude_bike,2,1922275601
attitude_drive,1,1922275601
attitude_bus,2,1922275601
attitude_grocery_delivery,1,1922275601
attitude_grocery_pick_up,2,1922275601
attitude_grocery_in_store,5,1922275601
attitude_stay_home,2,1922275601
bus_attitude_none,5,1922590601
bus_attitude_temperature,3,1922590601
bus_attitude_empty_seats,4,1922590601
bus_attitude_limit_passengers,3,1922590601
bus_attitude_stops,3,1922590601
bus_attitude_all,3,1922590601
subway_attitude_none,995,1922590601
subway_attitude_temperature,995,1922590601
subway_attitude_empty_seats,995,1922590601
subway_attitude_limit_passengers,995,1922590601
subway_attitude_all,995,1922590601
attitude_telework,4,1922590601
attitude_walk,4,1922590601
attitude_open_street,2,1922590601
attitude_bike,4,1922590601
attitude_drive,1,1922590601
attitude_bus,4,1922590601
attitude_grocery_delivery,2,1922590601
attitude_grocery_pick_up,2,1922590601
attitude_grocery_in_store,2,1922590601
attitude_stay_home,2,1922590601
bus_attitude_none,2,1922612901
bus_attitude_temperature,1,1922612901
bus_attitude_empty_seats,1,1922612901
bus_attitude_limit_passengers,1,1922612901
bus_attitude_stops,1,1922612901
bus_attitude_all,1,1922612901
subway_attitude_none,995,1922612901
subway_attitude_temperature,995,1922612901
subway_attitude_empty_seats,995,1922612901
subway_attitude_limit_passengers,995,1922612901
subway_attitude_all,995,1922612901
attitude_telework,4,1922612901
attitude_walk,1,1922612901
attitude_open_street,1,1922612901
attitude_bike,5,1922612901
attitude_drive,5,1922612901
attitude_bus,2,1922612901
attitude_grocery_delivery,4,1922612901
attitude_grocery_pick_up,5,1922612901
attitude_grocery_in_store,2,1922612901
attitude_stay_home,4,1922612901
bus_attitude_none,1,1922711201
bus_attitude_temperature,1,1922711201
bus_attitude_empty_seats,1,1922711201
bus_attitude_limit_passengers,1,1922711201
bus_attitude_stops,1,1922711201
bus_attitude_all,1,1922711201
subway_attitude_none,995,1922711201
subway_attitude_temperature,995,1922711201
subway_attitude_empty_seats,995,1922711201
subway_attitude_limit_passengers,995,1922711201
subway_attitude_all,995,1922711201
attitude_telework,1,1922711201
attitude_walk,3,1922711201
attitude_open_street,3,1922711201
attitude_bike,3,1922711201
attitude_drive,2,1922711201
attitude_bus,5,1922711201
attitude_grocery_delivery,3,1922711201
