Open Street (yes/no), Latitude, Longitude 
no,-74.189606,40.60235
no,-73.988045,40.638947
no,-73.97004,40.61447
no,-74.00624,40.723118
no,-73.82635,40.70083
no,-73.87451,40.823902
no,-73.958206,40.587543
no,-73.86168,40.74129
no,-73.850266,40.830112
no,-73.90905,40.86268
no,-74.16992,40.57397
no,-73.90308,40.80988
no,-74.00177,40.632645
no,-73.93121,40.801754
no,-73.85169,40.834198
no,-73.989136,40.606457
no,-74.15207,40.623676
no,-73.73833,40.69278
yes,-73.92728,40.865547
no,-73.89503,40.815525
no,-73.891136,40.84541
no,-73.95319,40.771656
no,-73.93954,40.804382
no,-73.89878,40.755497
no,-73.90125,40.643272
no,-73.885056,40.742733
no,-73.83842,40.842564
no,-73.792854,40.704422
no,-73.93699,40.665535
no,-73.90797,40.72464
no,-73.91835,40.735413
no,-74.15308,40.608913
no,-73.88894,40.70276
no,-74.16849,40.62156
no,-73.839615,40.781693
no,-74.13171,40.564537
no,-73.950836,40.820827
no,-73.81517,40.68225
no,-73.89405,40.66475
no,-74.02751,40.61696
no,-73.83768,40.7433
no,-73.93909,40.821636
no,-73.85089,40.737553
no,-73.93866,40.791557
no,-73.86905,40.724125
no,-73.87217,40.750736
no,-73.909134,40.806164
no,-73.9023,40.862717
no,-73.987915,40.72829
no,-74.16433,40.57442
no,-73.91729,40.829655
no,-73.93197,40.751976
no,-73.975235,40.744503
no,-73.91727,40.77077
yes,-73.949425,40.781063
no,-73.85683,40.829662
no,-73.90405,40.767113
no,-73.807236,40.676537
no,-73.98537,40.73579
no,-73.83875,40.881264
no,-74.12671,40.557854
no,-74.036766,40.63844
no,-73.8412,40.68335
no,-73.91706,40.702953
no,-73.85826,40.674133
no,-73.92317,40.835594
no,-73.738235,40.668625
no,-73.78013,40.755585
no,-73.98879,40.63824
no,-73.880066,40.740017
no,-74.01254,40.632633
no,-73.93217,40.79552
no,-73.94137,40.801872
no,-73.99756,40.74658
no,-73.891495,40.747177
no,-73.95474,40.71059
no,-74.013626,40.63502
no,-73.88852,40.67298
no,-73.83015,40.759567
no,-73.91036,40.772583
no,-73.84108,40.70072
no,-73.746826,40.697525
no,-73.873505,40.735348
no,-73.9537,40.665546
no,-73.93141,40.598476
no,-74.00644,40.655518
no,-73.884315,40.749744
no,-73.82225,40.66612
no,-73.92723,40.62208
no,-73.86545,40.87707
no,-73.94063,40.78515
no,-73.92243,40.73448
no,-73.9751,40.57992
no,-73.96835,40.748177
no,-73.96513,40.591106
no,-73.90864,40.684082
no,-73.81231,40.69513
no,-73.891106,40.849255
no,-73.83755,40.691364
no,-73.95714,40.68846
no,-73.91729,40.829655
no,-73.85238,40.8325
no,-73.861595,40.734768
no,-73.927864,40.83562
no,-73.99898,40.74463
no,-73.74536,40.716034
no,-73.94476,40.71976
no,-73.94539,40.6651
no,-73.991035,40.699844
no,-73.8686,40.73261
no,-73.94628,40.70222
no,-73.88539,40.767597
no,-73.83351,40.679035
no,-73.88899,40.663918
yes,-73.974945,40.74608
no,-73.90436,40.699707
no,-73.95934,40.81938
no,-73.92044,40.748775
no,-73.9287,40.691742
no,-73.94912,40.75452
no,-73.98751,40.724583
no,-73.92363,40.844234
no,-73.97945,40.735588
no,-73.98051,40.628784
no,-74.15229,40.567394
no,-74.00104,40.67641
no,-73.8615,40.833588
no,-73.837776,40.72545
no,-74.00857,40.59981
no,-73.75027,40.68561
no,-73.89861,40.715866
no,-73.83877,40.84301
no,-74.00372,40.73684
no,-73.82226,40.66496
no,-73.97853,40.736855
no,-73.97787,40.736576
no,-73.899284,40.8135
no,-73.921646,40.838886
no,-73.747086,40.764473
no,-73.82222,40.682243
no,-73.84371,40.676685
no,-73.9081,40.67619
no,-73.850586,40.846382
no,-74.14121,40.611305
no,-73.99434,40.63997
no,-73.8463,40.811546
no,-74.14479,40.63795
no,-73.92945,40.813797
no,-73.937645,40.812744
no,-73.981346,40.758644
no,-73.92103,40.66785
no,-73.917076,40.69578
no,-73.93577,40.79149
no,-73.991585,40.742397
no,-73.81482,40.820404
no,-73.90839,40.673824
no,-73.90127,40.868336
no,-73.92656,40.80646
no,-73.863106,40.863125
no,-73.92948,40.64317
no,-73.82429,40.71263
no,-73.97565,40.590935
no,-73.88856,40.83606
no,-73.86778,40.763664
no,-73.91861,40.632095
no,-73.84463,40.84636
no,-73.89333,40.817875
no,-74.07597,40.60257
no,-73.96518,40.624763
no,-73.96808,40.578312
no,-73.95528,40.670124
no,-73.89574,40.65626
no,-74.145775,40.624958
no,-73.85992,40.890945
no,-73.99063,40.750988
no,-73.93123,40.67752
no,-73.7994,40.717014
no,-73.89277,40.86502
no,-73.89484,40.667835
no,-73.87602,40.735634
no,-73.859955,40.73504
no,-73.95339,40.659225
no,-73.93175,40.6462
no,-73.92925,40.796738
no,-73.95687,40.665718
no,-74.11702,40.624523
no,-73.99157,40.578236
no,-73.9643,40.76468
yes,-73.98782,40.73529
no,-73.922226,40.834164
no,-73.954346,40.762676
no,-73.894104,40.65888
no,-73.97716,40.738796
no,-73.7281,40.711033
no,-73.94244,40.753998
no,-73.80991,40.666653
no,-73.97754,40.698116
no,-73.95942,40.708942
no,-73.87017,40.70921
no,-73.86756,40.741676
no,-73.873314,40.697235
no,-73.846886,40.72762
no,-73.735985,40.672565
no,-73.96296,40.673588
no,-73.95051,40.669857
no,-73.89497,40.868748
no,-73.95702,40.69897
no,-73.94795,40.81458
no,-73.95284,40.58183
no,-73.83109,40.67815
no,-74.16029,40.634823
no,-73.9693,40.580147
no,-73.992836,40.578087
no,-73.96219,40.70022
no,-73.95426,40.640266
no,-73.961975,40.60784
no,-73.83805,40.7007
no,-73.93706,40.69302
no,-73.79382,40.731655
no,-73.91914,40.804707
no,-73.93559,40.68569
no,-73.89962,40.740875
no,-73.84125,40.840843
no,-73.971245,40.760937
no,-73.93113,40.668797
no,-73.87383,40.824005
no,-73.89899,40.724888
no,-73.988884,40.72212
no,-73.91206,40.767517
no,-73.94688,40.839237
no,-73.874886,40.71173
no,-73.9414,40.763733
no,-73.73764,40.65161
no,-73.93603,40.81207
no,-73.80809,40.666588
no,-73.80381,40.679012
no,-73.74378,40.720932
no,-73.928505,40.667213
no,-74.000275,40.677994
no,-73.93776,40.83489
no,-73.90456,40.81924
no,-73.757324,40.72662
no,-73.94736,40.80521
no,-73.92239,40.67101
no,-73.932045,40.688343
no,-73.91014,40.684937
no,-73.81815,40.716324
no,-73.95235,40.783936
no,-73.87624,40.82383
no,-73.92923,40.809563
no,-73.98526,40.638172
no,-73.8492,40.738194
no,-73.95442,40.783993
no,-73.95382,40.682846
no,-73.897484,40.67816
no,-73.78441,40.776016
no,-73.955536,40.711864
no,-73.76093,40.666348
no,-73.96723,40.59465
no,-73.96542,40.813377
no,-73.96177,40.62718
no,-73.8484,40.674107
no,-73.85551,40.884563
no,-73.87552,40.75868
no,-73.834435,40.88833
no,-73.95412,40.59692
no,-73.82533,40.73406
no,-73.841835,40.846146
no,-73.83797,40.720314
no,-73.86726,40.702038
no,-73.9317,40.618652
yes,-73.984085,40.743324
no,-73.88086,40.66278
no,-73.950005,40.675205
no,-73.95566,40.64663
no,-73.89449,40.88742
no,-73.96986,40.789673
no,-73.92092,40.6606
no,-73.89686,40.85999
no,-73.919075,40.81881
no,-73.897316,40.61964
no,-73.80325,40.69718
no,-73.97166,40.76614
no,-74.02559,40.60485
no,-73.851295,40.895325
no,-73.86188,40.88163
no,-73.74173,40.75548
no,-73.72199,40.75544
no,-73.8162,40.69662
no,-73.7964,40.70953
no,-73.912,40.65556
no,-73.83313,40.72823
no,-73.946556,40.8165
no,-73.933914,40.725243
no,-73.95782,40.811264
no,-73.958176,40.778862
no,-73.956276,40.813374
no,-73.92312,40.867012
no,-73.9975,40.691853
no,-73.83952,40.692997
no,-73.91916,40.654358
no,-73.993835,40.573013
no,-73.937386,40.748924
no,-73.96115,40.707523
no,-73.90532,40.76496
no,-73.90454,40.656685
no,-73.75087,40.728848
no,-73.71149,40.7325
no,-73.939224,40.848682
no,-73.888885,40.655262
no,-73.872406,40.856487
no,-73.973274,40.654648
no,-73.98546,40.61347
no,-73.9905,40.633137
no,-73.91181,40.692783
no,-73.90668,40.668976
no,-73.84271,40.708374
no,-73.91969,40.583733
no,-73.982185,40.58051
no,-73.877525,40.64404
no,-74.01109,40.61334
no,-73.85779,40.815525
no,-74.00232,40.601864
no,-73.78661,40.69616
no,-73.97423,40.75974
no,-73.859764,40.711845
no,-73.93301,40.709316
no,-73.91661,40.777004
no,-74.00909,40.608376
no,-73.86368,40.72802
no,-73.863556,40.67241
no,-73.82802,40.69407
no,-73.83534,40.82819
no,-73.98602,40.673615
no,-73.949776,40.65264
no,-73.99596,40.66626
no,-73.83612,40.711823
no,-73.977394,40.696384
no,-73.879776,40.83114
no,-73.93067,40.815342
no,-73.743034,40.69787
no,-73.827614,40.760895
no,-73.868324,40.668667
no,-73.94178,40.67386
no,-73.75688,40.69317
no,-73.89491,40.820988
no,-73.917694,40.81608
no,-73.91047,40.805557
no,-73.76699,40.699066
no,-73.856285,40.883152
no,-73.81059,40.705498
no,-73.97815,40.75437
no,-74.146996,40.57201
no,-73.90958,40.643482
no,-73.82022,40.83625
no,-73.98568,40.717926
no,-74.15431,40.551003
no,-73.89589,40.7432
no,-73.91788,40.698536
no,-73.85661,40.870213
no,-73.948074,40.666138
no,-73.841736,40.769333
no,-73.84307,40.839794
no,-73.88052,40.735752
no,-73.92028,40.772953
no,-73.82937,40.82767
no,-73.90393,40.75361
no,-73.91385,40.82419
no,-73.75236,40.66549
no,-73.76968,40.740463
no,-74.08876,40.58114
no,-73.8126,40.67536
no,-73.954254,40.766167
no,-73.96479,40.755756
no,-74.02366,40.61996
no,-73.93904,40.805058
no,-73.95292,40.7067
no,-73.73645,40.66652
no,-74.02199,40.62108
no,-73.863884,40.854424
no,-73.96341,40.76591
no,-73.91299,40.84843
no,-73.81924,40.676132
no,-73.869514,40.757225
no,-73.83203,40.581234
no,-73.92934,40.812622
no,-73.91047,40.805557
no,-73.83413,40.771038
no,-73.76596,40.712902
no,-73.830894,40.686283
no,-73.86436,40.675667
no,-73.929375,40.7968
no,-73.874756,40.663292
no,-73.90187,40.854588
no,-73.81173,40.66669
no,-73.94462,40.73207
no,-73.91109,40.679516
no,-73.998116,40.708763
no,-73.95033,40.60424
no,-73.96188,40.69993
no,-73.861,40.836243
no,-73.91742,40.844925
no,-73.86137,40.89466
no,-73.88954,40.739082
no,-73.812546,40.777447
no,-73.74059,40.66618
no,-73.91001,40.648354
no,-73.961975,40.60784
no,-73.89066,40.681374
no,-73.79834,40.594822
no,-73.82576,40.863804
no,-73.94936,40.69612
no,-73.80736,40.714237
no,-73.91997,40.652786
no,-73.94472,40.672226
no,-74.10737,40.634712
no,-73.941956,40.672077
no,-73.88447,40.68286
no,-73.9636,40.75332
no,-73.89026,40.746975
no,-73.87664,40.771305
no,-73.90813,40.746185
no,-73.89965,40.65731
no,-73.87064,40.71058
no,-73.98987,40.762234
no,-73.82562,40.75858
no,-73.88481,40.650764
no,-73.916916,40.82839
no,-73.93909,40.821636
no,-74.007904,40.605656
no,-73.98552,40.721985
no,-73.89705,40.657665
no,-74.002975,40.680695
no,-73.91444,40.803844
no,-74.142166,40.63912
no,-73.95946,40.653576
no,-73.784225,40.789467
no,-73.76162,40.679737
no,-73.939995,40.803757
no,-73.9184,40.689648
no,-74.12979,40.555016
no,-73.77847,40.7152
no,-73.916855,40.84506
no,-73.838066,40.710434
no,-74.02666,40.61651
no,-73.82971,40.717014
no,-73.9772,40.76432
no,-73.95009,40.674313
no,-73.85176,40.821438
no,-73.99082,40.724274
no,-73.7845,40.6932
no,-73.98992,40.633694
no,-73.929375,40.7968
no,-73.87035,40.733536
no,-73.77179,40.744465
no,-73.94579,40.692764
no,-73.9947,40.762646
no,-73.934006,40.65812
yes,-73.99347,40.72443
no,-73.770805,40.692844
no,-73.981445,40.61384
no,-73.73666,40.69795
no,-74.14702,40.57323
no,-73.89689,40.822117
no,-73.893555,40.6552
no,-73.940056,40.699673
no,-73.99075,40.7508
no,-73.944695,40.819046
no,-73.951096,40.65778
no,-73.93779,40.838688
no,-73.90799,40.837177
no,-73.91781,40.648567
no,-73.741646,40.715015
no,-73.82814,40.763958
no,-74.09113,40.608776
no,-73.96121,40.71025
no,-73.93826,40.643894
no,-74.003334,40.65183
no,-73.976494,40.71493
no,-73.85182,40.834637
no,-73.98855,40.7274
no,-73.94524,40.8081
no,-74.00767,40.640762
no,-73.9635,40.718666
no,-73.964294,40.797306
no,-73.91531,40.654224
no,-73.92792,40.71364
no,-74.14121,40.611305
no,-73.99678,40.66901
no,-73.89619,40.846657
no,-73.84214,40.668266
no,-73.98481,40.637
no,-73.89802,40.832733
no,-73.81025,40.762962
no,-73.87722,40.76803
no,-73.98429,40.76479
no,-73.750175,40.696667
no,-74.006256,40.717075
no,-73.778244,40.67912
no,-73.88899,40.829815
no,-73.91196,40.843204
no,-73.99009,40.672573
no,-73.85232,40.842587
no,-73.955,40.675705
no,-73.90092,40.734123
no,-73.93091,40.65661
no,-73.93136,40.63338
no,-73.93909,40.821636
no,-73.950874,40.584557
no,-73.99975,40.61646
no,-73.92062,40.80565
no,-73.92576,40.66028
no,-73.86668,40.673542
no,-73.82824,40.68297
no,-73.83933,40.65706
no,-73.8477,40.734276
no,-73.86732,40.72229
no,-74.17058,40.60633
no,-73.942215,40.7842
no,-74.100426,40.59334
no,-73.91777,40.693874
no,-74.01033,40.645103
no,-73.938225,40.78739
no,-73.91673,40.818405
no,-73.869156,40.76101
no,-73.81523,40.69073
no,-73.84794,40.68841
no,-73.995094,40.76525
no,-73.89112,40.813805
no,-73.90062,40.822105
no,-73.87228,40.84226
no,-73.829025,40.775234
no,-73.83842,40.842564
no,-73.908714,40.824066
no,-73.899216,40.858673
no,-73.930504,40.696335
no,-73.99435,40.681004
no,-73.945755,40.827774
no,-73.77656,40.59561
no,-73.755585,40.665733
no,-73.971375,40.62893
no,-73.95477,40.63962
no,-73.948044,40.78294
no,-73.93496,40.737785
no,-73.92312,40.867012
no,-73.81461,40.699512
no,-74.087166,40.59278
no,-73.9109,40.685368
no,-73.75694,40.665504
no,-73.83613,40.82442
no,-73.80476,40.789944
no,-73.88204,40.75807
no,-73.92234,40.83661
no,-73.913315,40.693638
no,-73.95089,40.68693
no,-73.74306,40.710045
no,-73.92264,40.668373
no,-73.86358,40.82805
no,-73.86421,40.752827
no,-73.92431,40.80719
no,-73.95912,40.674664
no,-73.878136,40.823578
no,-73.98381,40.61995
no,-74.010704,40.629646
no,-73.88481,40.849308
no,-73.94172,40.714005
no,-73.84962,40.748203
no,-73.75822,40.713497
no,-73.78651,40.73197
no,-73.84788,40.681484
no,-73.90363,40.844746
no,-73.918205,40.711155
no,-74.012955,40.635685
no,-74.000656,40.73723
no,-73.86295,40.889427
no,-73.98855,40.7274
no,-73.9221,40.654327
no,-73.87343,40.830822
no,-73.75539,40.761204
no,-73.79238,40.706413
no,-73.85472,40.897903
no,-73.76503,40.7466
no,-73.97435,40.590195
no,-73.94358,40.659836
no,-73.94003,40.651276
no,-73.8897,40.6338
no,-73.84532,40.669285
no,-73.94604,40.812115
no,-73.92991,40.616295
yes,-73.960724,40.6828
no,-73.96614,40.704945
no,-73.86584,40.73664
no,-74.00947,40.723915
no,-73.95504,40.618557
no,-73.95114,40.78848
no,-73.941986,40.671665
no,-73.89408,40.85071
no,-73.89083,40.681293
no,-73.89831,40.753693
no,-73.91444,40.803844
no,-73.97073,40.76739
no,-73.98132,40.641956
no,-73.893074,40.819363
no,-73.87735,40.68535
no,-73.764,40.60625
no,-73.89335,40.811092
no,-74.022484,40.63695
no,-73.924904,40.66173
no,-73.94997,40.708153
no,-73.87035,40.733536
no,-73.89544,40.815845
no,-73.92167,40.75705
no,-73.76044,40.665897
no,-73.86732,40.72229
no,-74.07699,40.637794
no,-73.93096,40.67058
no,-73.83647,40.825912
no,-73.966385,40.766365
no,-73.807724,40.589893
no,-73.91409,40.672348
no,-73.891815,40.81636
no,-73.9995,40.62104
no,-73.81555,40.689598
no,-73.74418,40.72128
no,-73.840065,40.828075
no,-73.94793,40.787117
no,-73.87794,40.756336
no,-73.91033,40.702557
no,-74.096176,40.583042
no,-73.90587,40.843597
no,-73.997345,40.598553
yes,-73.96748,40.68175
no,-74.00156,40.735794
no,-73.82631,40.85638
no,-73.94554,40.588936
no,-73.91651,40.75389
no,-73.962524,40.76311
no,-73.72911,40.69108
no,-73.85628,40.70362
no,-73.86711,40.88622
no,-73.94795,40.81458
no,-73.85738,40.685722
no,-73.931,40.81457
no,-73.87584,40.644
no,-73.95399,40.612873
no,-73.83887,40.778614
no,-73.713715,40.741302
no,-74.00558,40.633083
no,-73.78015,40.666985
no,-73.73286,40.743477
no,-73.91614,40.849003
no,-73.88277,40.82325
no,-73.95191,40.692062
no,-73.876686,40.688084
no,-73.95191,40.692062
no,-73.88728,40.822456
no,-73.82999,40.78167
no,-73.735695,40.691982
no,-73.896515,40.674397
no,-73.95894,40.66802
no,-73.884155,40.82289
yes,-73.95604,40.784668
no,-73.98578,40.59947
no,-73.89277,40.88814
no,-73.85066,40.734985
no,-74.00011,40.66172
no,-73.87377,40.836617
no,-73.84914,40.873474
yes,-73.96695,40.674416
no,-73.77822,40.691895
yes,-73.96748,40.68175
no,-73.97048,40.62418
no,-73.89689,40.822117
no,-74.02064,40.642174
no,-73.95205,40.637634
no,-73.89851,40.657463
no,-73.90526,40.752563
no,-74.13236,40.597603
no,-73.8279,40.885952
no,-73.96068,40.757362
no,-73.93649,40.596424
no,-73.94312,40.851685
no,-73.8615,40.833588
no,-73.926926,40.740173
no,-73.95269,40.676243
no,-73.99576,40.749054
no,-73.93907,40.79925
no,-73.88449,40.728363
no,-73.94049,40.722576
no,-73.96742,40.695995
no,-73.9616,40.65317
no,-73.834694,40.746902
no,-73.91615,40.81962
no,-74.005936,40.628643
no,-73.74655,40.756096
no,-73.8873,40.67185
no,-73.92938,40.72766
no,-73.94476,40.82403
no,-73.783035,40.733128
no,-73.91922,40.693573
no,-73.90808,40.592815
no,-73.81846,40.874992
no,-73.78957,40.70722
no,-73.95127,40.774292
no,-73.90458,40.889263
no,-73.95177,40.69133
no,-73.77724,40.679653
no,-73.85579,40.86544
no,-73.918396,40.880314
no,-73.9339,40.66895
no,-73.97169,40.787163
no,-73.9077,40.70281
no,-73.9239,40.701958
no,-73.81186,40.716114
no,-73.984535,40.742706
no,-73.839516,40.742676
no,-74.00558,40.633083
no,-73.98231,40.76452
no,-73.92883,40.655457
no,-73.7483,40.703175
no,-73.95506,40.773335
no,-73.92787,40.628166
no,-73.88052,40.728832
no,-73.9322,40.62327
no,-73.791664,40.704853
no,-73.95361,40.66644
no,-73.796875,40.70439
no,-73.95703,40.67329
no,-73.94356,40.583652
no,-73.71374,40.751026
no,-73.89332,40.66965
no,-74.06377,40.598934
no,-73.98522,40.578938
no,-73.92292,40.654278
no,-73.85766,40.703083
no,-73.95871,40.815117
no,-73.80716,40.682537
no,-73.8933,40.844307
no,-73.80792,40.709385
no,-73.954155,40.583107
no,-73.983185,40.74456
no,-73.91418,40.671455
no,-73.95163,40.714066
no,-73.95206,40.7901
no,-73.945984,40.807095
no,-74.13733,40.636093
no,-73.94381,40.651104
no,-73.99905,40.734825
no,-73.9905,40.643166
no,-73.931335,40.66059
no,-73.93872,40.594025
no,-73.920395,40.822056
no,-73.90299,40.753708
no,-73.93752,40.63692
no,-73.9101,40.667156
no,-73.91608,40.7699
no,-74.143265,40.61674
no,-73.99459,40.660225
no,-73.97352,40.743782
no,-73.85421,40.85244
no,-73.81349,40.787174
no,-73.92212,40.65701
no,-73.9339,40.66895
no,-73.91708,40.659744
no,-74.00611,40.705223
no,-73.87141,40.85223
no,-73.92285,40.652462
no,-73.84969,40.85106
no,-73.90648,40.738586
no,-73.947266,40.80851
no,-73.96716,40.756763
no,-73.90416,40.632954
no,-73.95019,40.656593
no,-73.77679,40.778408
no,-73.998726,40.734783
no,-73.79019,40.72918
no,-73.82377,40.676876
no,-73.929985,40.867794
no,-73.9698,40.80704
no,-73.908936,40.62006
no,-73.92906,40.679276
no,-73.93996,40.685932
no,-73.81749,40.792664
no,-73.841736,40.769333
no,-73.852875,40.83985
no,-73.79175,40.725777
no,-73.919106,40.852673
no,-73.79359,40.699757
no,-73.81409,40.69773
no,-73.73926,40.667313
no,-73.93542,40.796
no,-73.96188,40.69993
no,-73.785034,40.71157
no,-73.81417,40.74614
no,-74.0779,40.638092
no,-73.93197,40.751976
no,-73.75985,40.688953
no,-73.89959,40.67954
no,-73.95292,40.71406
no,-73.934814,40.71337
no,-73.90299,40.753708
no,-73.82076,40.724667
no,-73.86656,40.816513
no,-73.99291,40.747852
no,-74.079155,40.57805
no,-73.91905,40.807835
no,-73.839325,40.881042
no,-73.897095,40.898594
no,-73.91685,40.811653
no,-73.942665,40.739906
no,-73.87616,40.771576
no,-73.89753,40.678234
no,-74.001144,40.710175
no,-73.9803,40.647297
no,-74.15947,40.607628
no,-73.84432,40.649876
no,-74.09587,40.59595
no,-73.90905,40.86268
no,-73.80013,40.67613
no,-73.90489,40.839615
no,-73.99194,40.61739
no,-74.00319,40.64992
yes,-73.9746,40.67573
no,-73.950775,40.745026
no,-73.9734,40.69614
no,-73.869896,40.855972
no,-73.8092,40.756767
no,-73.8981,40.60657
no,-73.89716,40.616783
no,-73.84975,40.90452
no,-73.76883,40.716145
no,-73.92055,40.80723
no,-73.99832,40.760822
no,-73.914536,40.657883
no,-73.959335,40.652927
no,-73.74546,40.716
no,-73.94266,40.821815
no,-73.91647,40.676647
no,-73.85852,40.89134
no,-73.948105,40.801346
no,-73.94011,40.792152
no,-73.893105,40.766785
no,-73.89617,40.7487
no,-73.85887,40.73594
no,-73.87335,40.771862
no,-73.85776,40.758026
no,-73.89449,40.88742
no,-73.979965,40.743206
no,-73.792534,40.70636
no,-73.83709,40.744923
no,-73.96396,40.624893
no,-73.91206,40.823658
no,-73.82809,40.877567
no,-73.89612,40.657753
no,-73.89741,40.867474
no,-73.789536,40.666008
no,-73.86226,40.744316
no,-73.76096,40.606453
no,-73.8684,40.732822
no,-73.9239,40.701958
no,-73.74788,40.69262
no,-73.91374,40.65864
no,-73.925964,40.731304
no,-73.75849,40.761993
no,-73.82176,40.753033
no,-74.00232,40.682037
no,-73.96337,40.615204
no,-73.94577,40.65147
no,-73.96798,40.58863
no,-73.87199,40.82692
no,-73.97535,40.741272
no,-73.92282,40.857414
no,-73.879105,40.86804
no,-73.924,40.841133
no,-73.91619,40.842335
no,-73.91682,40.63868
no,-73.90456,40.876545
no,-73.95088,40.581455
no,-73.9555,40.62095
no,-73.95248,40.65067
no,-73.90011,40.84921
no,-73.92684,40.86706
no,-73.76666,40.70334
no,-73.91243,40.8047
no,-73.99969,40.738552
no,-73.94624,40.66183
no,-73.95103,40.76635
no,-73.9347,40.847996
no,-73.90251,40.75592
no,-73.89101,40.81813
no,-73.93271,40.64614
no,-73.93034,40.84603
no,-73.90145,40.883736
no,-74.001526,40.724365
no,-73.90596,40.634575
no,-73.91403,40.657
no,-73.841125,40.664192
no,-73.94368,40.783333
no,-73.99868,40.711876
no,-73.93087,40.763874
no,-73.86536,40.651863
no,-74.01063,40.624123
no,-73.87822,40.886803
no,-73.83877,40.84301
no,-74.014915,40.64423
no,-73.737206,40.66972
no,-73.97329,40.730644
no,-73.89897,40.677395
no,-74.220665,40.54823
no,-73.78396,40.730797
no,-73.86482,40.734657
no,-73.8983,40.866344
no,-73.92547,40.77051
no,-73.941376,40.83089
no,-73.85092,40.71047
no,-73.95291,40.80755
no,-73.93478,40.79909
no,-73.80475,40.736774
no,-73.82987,40.882175
no,-73.95677,40.67041
no,-73.9717,40.80457
no,-74.016884,40.60301
no,-73.82824,40.68297
no,-73.99002,40.67267
no,-73.90292,40.844177
no,-73.79167,40.739574
no,-73.947845,40.809643
no,-73.93407,40.667164
no,-73.87803,40.88709
no,-73.88029,40.897144
no,-73.82869,40.88198
no,-73.93705,40.844788
no,-73.92906,40.679276
no,-73.95056,40.59487
no,-74.11241,40.56786
no,-73.91494,40.845104
no,-73.900795,40.859974
no,-73.816795,40.70313
no,-73.93677,40.69783
no,-73.94045,40.803123
no,-73.82399,40.688244
no,-73.819336,40.666164
no,-73.94476,40.71976
no,-73.80086,40.666225
no,-73.9155,40.760567
no,-73.87811,40.83887
no,-73.97662,40.67743
no,-74.1202,40.610214
no,-73.877106,40.684322
no,-73.953094,40.713974
no,-73.88991,40.74916
no,-73.84277,40.74121
no,-73.948425,40.81394
no,-73.92917,40.683437
no,-73.91313,40.829697
no,-73.866104,40.73725
no,-74.01138,40.72428
no,-73.99523,40.74976
no,-73.96775,40.61716
no,-73.95838,40.70858
no,-73.95673,40.708965
no,-73.88731,40.82814
no,-73.739494,40.74937
no,-73.931335,40.679367
yes,-73.96855,40.678543
no,-73.78232,40.771782
no,-73.886696,40.665848
no,-73.9797,40.75796
no,-73.89132,40.864132
no,-74.00411,40.63406
no,-73.746185,40.657436
no,-73.92312,40.867012
no,-73.87043,40.86536
no,-73.93909,40.821636
no,-73.900856,40.879955
no,-73.74073,40.737606
no,-73.96058,40.702614
no,-73.91727,40.77077
no,-73.83114,40.845306
no,-73.98311,40.71718
no,-73.90405,40.767113
no,-73.7742,40.749935
no,-73.97412,40.731964
no,-73.99777,40.716812
no,-73.946976,40.621887
no,-74.14319,40.59431
no,-73.96067,40.6429
no,-73.86055,40.66804
no,-74.096176,40.583042
no,-73.98224,40.66214
no,-73.877,40.76162
no,-73.82019,40.716824
no,-74.116844,40.611427
no,-73.842415,40.868473
no,-73.947266,40.598045
no,-73.93788,40.796852
no,-73.940865,40.814102
no,-73.84866,40.74693
no,-74.018326,40.61672
no,-73.814705,40.777718
no,-73.72985,40.665558
no,-73.97502,40.787685
no,-73.905174,40.875122
no,-73.722275,40.733707
no,-73.942535,40.665836
no,-73.94777,40.664112
no,-73.93434,40.755013
no,-73.736275,40.671085
no,-73.95543,40.58222
no,-73.95322,40.8278
no,-73.80674,40.753914
no,-73.92564,40.668163
no,-73.87548,40.688667
no,-73.85809,40.882908
no,-73.83317,40.86832
no,-73.925606,40.668495
no,-73.795,40.6767
yes,-73.98546,40.778477
no,-73.70374,40.73832
no,-73.9126,40.600777
no,-74.00932,40.7247
no,-73.89226,40.766155
no,-73.91831,40.676838
no,-74.074524,40.60727
no,-73.97876,40.719933
no,-73.92824,40.664707
no,-73.97877,40.59281
no,-73.89176,40.638157
no,-73.84495,40.675076
no,-73.7392,40.66706
no,-73.92884,40.697186
no,-73.88164,40.65659
no,-74.18686,40.539906
no,-74.11991,40.630173
no,-73.90539,40.844753
no,-73.96078,40.66173
no,-73.9946,40.74044
yes,-73.98363,40.672375
no,-73.90332,40.677868
no,-74.00945,40.652737
no,-73.91546,40.6557
no,-73.94658,40.614788
no,-73.851036,40.725616
no,-74.00361,40.65835
no,-73.940926,40.70016
no,-73.90566,40.877705
no,-73.821205,40.702007
no,-73.91928,40.755928
no,-73.95099,40.66442
no,-73.79504,40.718224
no,-73.947235,40.79094
no,-74.0857,40.636604
no,-73.93033,40.677483
no,-73.90431,40.855885
no,-73.92983,40.744453
no,-73.825745,40.71572
no,-73.92588,40.866024
no,-73.84347,40.899822
no,-73.81904,40.68554
no,-73.812874,40.714256
no,-73.967155,40.81065
no,-73.851234,40.898113
no,-73.92248,40.670116
no,-73.85962,40.70407
no,-73.83661,40.827454
no,-73.91557,40.658394
no,-73.87974,40.655563
no,-74.009155,40.621334
no,-74.09055,40.632633
no,-73.95292,40.7067
no,-73.94473,40.783245
no,-73.89405,40.66475
no,-73.93003,40.80119
no,-73.73351,40.663223
no,-73.868645,40.699577
